Unnamed: 0,Cuentas,AVLA 06 / 2021,BAN TATTERSALL 06 / 2021,BCI 06 / 2021,CONTEMPORA 06 / 2021,DANK 06 / 2021,ECR OSORNO 06 / 2021,ELOY 06 / 2021,FINMAS 06 / 2021,LARRAIN VIAL 06 / 2021,LATAM TRADE CAPITAL 06 / 2021,MOONK 06 / 2021,NUEVO CAPITAL 06 / 2021,TANNER 06 / 2021,Fecha
135,31.20.00 Activos financieros a valor razonable por patrimonio,,0,,,,,-809,,,0,,,0,Junio de 2021
136,31.30.00 Participación de otros resultados integrales de inversiones en sociedades,,0,,,,,,,-788,0,,,,Junio de 2021
137,31.40.00 Otros ingresos (gastos) registrados con abono (cargo) a patrimonio,,0,-429,,,,,,,0,,,,Junio de 2021
138,31.50.00 Impuesto a la renta de otros resultados integrales,,0,,,,,,,,0,,,,Junio de 2021
139,31.00.00 Total ingresos (gastos) registrados con abono (cargo) a patrimonio,0,0,-429,0,0,0,-809,0,-788,0,0,0,0,Junio de 2021
140,32.00.00 Total resultados integrales reconocidos del ejercicio,-12910,11370,10359,-18063,-322,-26157,-39753,-2267,-88180,-34020,-6936,12650,-14485,Junio de 2021
141,,,,,,,,,,,,,,,Junio de 2021
142,Estados de Flujos de efectivo - Método directo,,,,,,,,,,,,,,Junio de 2021
143,Flujo neto originado por actividades de la operación,,,,,,,,,,,,,,Junio de 2021
144,51.11.00 Comisiones recaudadas (pagadas) por intermediación de productos,10645,68630,70291,38309,,4175,20967,-47246,63177,186198,7071,122371,,Junio de 2021
145,51.12.00 Ingreso (egreso) neto por cuenta de clientes,0,0,,0,,,58975,,0,0,,,0,Junio de 2021
146,51.13.00 Ingreso (egreso) neto por instrumentos a valor razonable del mercado de productos,0,0,-3765668,,,54575,,,0,0,,,,Junio de 2021
147,51.14.00 Ingreso (egreso) neto por instrumentos derivados del mercado de productos,,0,,,,,,,0,0,,,,Junio de 2021
148,51.15.00 Ingreso (egreso) neto por instrumentos a costo amortizado del mercado de productos,,0,-875167,,,,,,0,-66167,,,,Junio de 2021
149,51.16.00 Ingreso (egreso) neto por asesorías y custodia,0,0,,,,0,,,0,0,10004,,-21443,Junio de 2021
150,51.17.00 Gastos de administración y comercialización pagados,-22786,-93355,,-50574,-23068,-34985,-83098,-80951,-237526,-61912,-22711,-32341,-747,Junio de 2021
151,51.18.00 Impuestos pagados,0,0,,-239,-196,-294,,-4033,-12342,-3374,-140,,0,Junio de 2021
152,51.19.00 Otros ingresos (egresos) netos por actividades de la operación,0,0,-667294,-251619,,768,3055,,59413,4014,,544613,5850,Junio de 2021
153,51.10.00 Flujo neto originado por actividades de la operación,-12141,-24725,-5237838,-264123,-23264,24239,-101,-132230,-127278,58759,-5776,634643,-16340,Junio de 2021
154,Flujo neto originado por actividades de financiamiento,,,,,,,,,,,,,,Junio de 2021
155,52.11.00 Ingreso (egreso) neto por pasivos del mercado de productos,,0,,,,,,50095,,0,,,,Junio de 2021
156,52.12.00 Ingreso (egreso) neto por pasivos financieros del mercado de valores,,0,,,,,,,,0,,,,Junio de 2021
157,52.13.00 Ingreso (egreso) neto por financiamiento de partes relacionadas,24920,230000,5523294,,25000,,,,0,0,,,15131,Junio de 2021
158,52.14.00 Aumentos de capital,,0,,,,,,,,0,20000,,,Junio de 2021
159,52.15.00 Reparto de utilidades y de capital,,0,,,,,,,0,0,,,0,Junio de 2021
160,52.16.00 Otros ingresos (egresos) netos por actividades de financiamiento,,-16868,,,,,,1201,,0,,,,Junio de 2021
161,52.10.00 Flujo neto originado por actividades de financiamiento,24920,213132,5523294,0,25000,0,0,51296,0,0,20000,0,15131,Junio de 2021
162,Flujo neto originado por actividades de inversión,,,,,,,,,,,,,,Junio de 2021
163,53.11.00 Ingreso (egreso) neto por instrumentos financieros a valor razonable del mercado de valores,,0,,468,,,,,20,0,66,,0,Junio de 2021
164,53.12.00 Ingreso (egreso) neto por instrumentos financieros derivados del mercado de valores,,0,,,,,,,,0,,,,Junio de 2021
165,53.13.00 Ingreso (egreso) neto por instrumentos financieros a costo amortizado del mercado de valores,,0,,,,,,,0,0,,,,Junio de 2021
166,"53.14.00 Ingresos por ventas de propiedades, planta y equipo",,0,,,,,,,,0,,,,Junio de 2021
167,53.15.00 Ingresos por ventas de inversiones en sociedades,,0,,,,,,,,0,,,,Junio de 2021
168,53.16.00 Dividendos y otros ingresos percibidos de inversiones en sociedades,,0,,,13,,,,,0,,,,Junio de 2021
169,"53.17.00 Incorporación de propiedades, planta y equipo",,0,0,,,,,-1548,,0,,,,Junio de 2021
170,53.18.00 Inversiones en sociedades,0,0,,0,,,,,,0,,,,Junio de 2021
171,53.19.00 Otros ingresos (egresos) netos de inversión,-770,-868536,,,,13,,-23269,,0,,,,Junio de 2021
172,53.10.00 Flujo neto originado por actividades de inversión,-770,-868536,0,468,13,13,0,-24817,20,0,66,0,0,Junio de 2021
173,50.10.00 Flujo neto total positivo (negativo) del período,12009,-680129,285456,-263655,1749,24252,-101,-105751,-127258,58759,14290,634643,-1209,Junio de 2021
174,50.20.00 Efecto de la variación por tipo de cambio sobre el efectivo y efectivo equivalente,,,,,,,,,,,,,,Junio de 2021
175,50.30.00 Variación neta del efectivo y efectivo equivalente,12009,-680129,285456,-263655,1749,24252,-101,-105751,-127258,58759,14290,634643,-1209,Junio de 2021
176,50.40.00 Saldo inicial de efetivo y efectivo equivalente,256096,1068711,1267,1046262,11158,21045,189765,294675,775720,156776,140717,170299,1596,Junio de 2021
177,50.00.00 Saldo final de efectivo y efectivo equivalente,268105,388582,286723,782607,12907,45297,189664,188924,648462,215535,155007,804942,387,Junio de 2021
