Unnamed: 0,Cuentas,ADDWISE 03 / 2017,AVLA 03 / 2017,BAN TATTERSALL 03 / 2017,BCI 03 / 2017,CONTEMPORA 03 / 2017,DANK 03 / 2017,ECR OSORNO 03 / 2017,ELOY 03 / 2017,FINANCIA CAPITAL 03 / 2017,LARRAIN VIAL 03 / 2017,LATAM TRADE CAPITAL 03 / 2017,TANNER 03 / 2017,Fecha
155,52.11.00 Ingreso (egreso) neto por pasivos del mercado de productos,,,,,,,,,0,,,235784,Marzo de 2017
156,52.12.00 Ingreso (egreso) neto por pasivos financieros del mercado de valores,,,,,,,,,,,,0,Marzo de 2017
157,52.13.00 Ingreso (egreso) neto por financiamiento de partes relacionadas,,0,-8500,-206357,,-40000,,,,-204735,0,0,Marzo de 2017
158,52.14.00 Aumentos de capital,,0,,,,,,,,,0,0,Marzo de 2017
159,52.15.00 Reparto de utilidades y de capital,,,,,,,,,,,,0,Marzo de 2017
160,52.16.00 Otros ingresos (egresos) netos por actividades de financiamiento,,0,388624,,,,,,,,,0,Marzo de 2017
161,52.10.00 Flujo neto originado por actividades de financiamiento,0,0,380124,-206357,0,-40000,0,0,0,-204735,0,235784,Marzo de 2017
162,Flujo neto originado por actividades de inversión,,,,,,,,,,,,,Marzo de 2017
163,53.11.00 Ingreso (egreso) neto por instrumentos financieros a valor razonable del mercado de valores,,,,,491,,,,,0,0,-800000,Marzo de 2017
164,53.12.00 Ingreso (egreso) neto por instrumentos financieros derivados del mercado de valores,,,,,,,,,,,0,0,Marzo de 2017
165,53.13.00 Ingreso (egreso) neto por instrumentos financieros a costo amortizado del mercado de valores,,,,,,,,,,-195598,0,0,Marzo de 2017
166,"53.14.00 Ingresos por ventas de propiedades, planta y equipo",,,,,,,,,,,0,0,Marzo de 2017
167,53.15.00 Ingresos por ventas de inversiones en sociedades,,,,,,,,,,,0,0,Marzo de 2017
168,53.16.00 Dividendos y otros ingresos percibidos de inversiones en sociedades,,,,,,,,,35000,,0,0,Marzo de 2017
169,"53.17.00 Incorporación de propiedades, planta y equipo",,,,,,,,,0,,0,0,Marzo de 2017
170,53.18.00 Inversiones en sociedades,,0,,,,,,,,,0,0,Marzo de 2017
171,53.19.00 Otros ingresos (egresos) netos de inversión,,2426,,0,,,285,,0,,0,0,Marzo de 2017
172,53.10.00 Flujo neto originado por actividades de inversión,0,2426,0,0,491,0,285,0,35000,-195598,0,-800000,Marzo de 2017
173,50.10.00 Flujo neto total positivo (negativo) del período,-294877,-281817,445745,-45804,85286,-528115,219028,-261569,10417,-950710,-148819,-611051,Marzo de 2017
174,50.20.00 Efecto de la variación por tipo de cambio sobre el efectivo y efectivo equivalente,3550,,,,,,,,0,,,,Marzo de 2017
175,50.30.00 Variación neta del efectivo y efectivo equivalente,-291327,-281817,445745,-45804,85286,-528115,219028,-261569,10417,-950710,-148819,-611051,Marzo de 2017
176,50.40.00 Saldo inicial de efetivo y efectivo equivalente,740881,548347,410745,45906,487148,530704,17407,418985,24536,1533807,203382,894173,Marzo de 2017
177,50.00.00 Saldo final de efectivo y efectivo equivalente,449554,266530,856490,102,572434,2589,236435,157416,34953,583097,54563,283122,Marzo de 2017
