Unnamed: 0,Cuentas,AVLA 09 / 2020,BAN TATTERSALL 09 / 2020,BCI 09 / 2020,CONTEMPORA 09 / 2020,DANK 09 / 2020,ECR OSORNO 09 / 2020,ELOY 09 / 2020,FINMAS 09 / 2020,LARRAIN VIAL 09 / 2020,LATAM TRADE CAPITAL 09 / 2020,MOONK 09 / 2020,NUEVO CAPITAL 09 / 2020,TANNER 09 / 2020,Fecha
19,11.02.62 Operaciones de compra con retroventa sobre IRF e IIF,,0,,,,,,,,0,,,,Septiembre de 2020
20,11.02.63 Otras,,0,,,,,,,,0,,,,Septiembre de 2020
21,11.03.00 Productos,0,547271,6060234,0,0,302971,0,0,619806,633164,0,224501,0,Septiembre de 2020
22,11.03.10 A valor razonable - Cartera propia disponible,0,547271,5240482,0,0,302971,0,0,619806,0,0,0,0,Septiembre de 2020
23,11.03.11 Productos agropecuarios,,0,,,,,,,,0,,,,Septiembre de 2020
24,11.03.12 Títulos representativos de productos agropecuarios (TRP),,32041,,,,,,,,0,,,,Septiembre de 2020
25,11.03.13 Facturas,,515230,5240482,,,302971,,,619806,0,,,,Septiembre de 2020
26,11.03.14 Títulos representativos de facturas (TRF),,0,,,,,,,,0,,,,Septiembre de 2020
27,11.03.15 Otros,,0,,,,,,,,0,,,,Septiembre de 2020
28,11.03.20 A valor razonable - Cartera propia comprometida,0,0,0,0,0,0,0,0,0,0,0,0,0,Septiembre de 2020
29,11.03.21 Productos agropecuarios,,0,,,,,,,,0,,,,Septiembre de 2020
30,11.03.22 Títulos representativos de productos agropecuarios,,0,,,,,,,,0,,,,Septiembre de 2020
31,11.03.23 Otros,,0,,,,,,,,0,,,,Septiembre de 2020
32,11.03.30 A valor razonable - Instrumentos derivados,,0,,,,,,,,0,,,,Septiembre de 2020
33,11.03.40 A costo amortizado - Cartera propia disponible,0,0,819752,0,0,0,0,0,0,633164,0,224501,0,Septiembre de 2020
34,11.03.41 Facturas,,0,819752,,,,,,,633164,,224501,,Septiembre de 2020
35,11.03.42 Títulos representativos de facturas,,0,,,,,,,,0,,,,Septiembre de 2020
36,11.03.43 Otros,,0,,,,,,,,0,,,,Septiembre de 2020
37,11.03.50 A costo amortizado - Cartera propia comprometida,,0,,,,,,,,0,,,,Septiembre de 2020
38,11.03.60 A costo amortizado - Operaciones de financiamiento,0,0,0,0,0,0,0,0,0,0,0,0,0,Septiembre de 2020
39,11.03.61 Operaciones de compra con retroventa sobre productos agropecuarios,,0,,,,,,,,0,,,,Septiembre de 2020
40,11.03.62 Operaciones de compra con retroventa sobre TRP,,0,0,,,,,,,0,,,,Septiembre de 2020
41,11.03.63 Otras,,0,,,,,,,,0,,,,Septiembre de 2020
42,11.04.00 Deudores por intermediación,,0,0,0,,,852699,1344101,,0,,,,Septiembre de 2020
43,11.05.00 Cuentas por cobrar por operaciones de cartera propia,,0,,,,,,,,0,,,,Septiembre de 2020
44,11.06.00 Cuentas por cobrar a partes relacionadas,,322267,0,3933,102415,,,471,0,0,,7677,557018,Septiembre de 2020
45,11.07.00 Otras cuentas por cobrar,0,150339,24187,12574,0,0,,,67308,0,,255,0,Septiembre de 2020
46,11.08.00 Impuestos por cobrar,11507,6971,11941,,2957,2598,10829,906,25179,8896,12881,12053,30976,Septiembre de 2020
47,11.09.00 Impuestos diferidos,0,81782,237166,69450,29710,304,1085,40412,224625,3103,27260,4283,69773,Septiembre de 2020
48,11.10.00 Inversiones en sociedades,25893,152719,,176357,25221,152719,27097,,152719,0,,43634,183750,Septiembre de 2020
49,11.11.00 Intangibles,0,9205,4605,0,,,8663,45909,,33705,51547,43912,,Septiembre de 2020
50,"11.12.00 Propiedades, planta y equipo",0,694,1532,0,,,14377,2475,,618,328,3042,0,Septiembre de 2020
51,11.13.00 Otros activos,1976,1175144,2029,,938,614,,3327,2067,5400,2048,1156,514,Septiembre de 2020
52,10.00.00 Total Activos,286087,2852091,6343624,759750,304714,466033,1325764,1721278,1556869,781233,232580,1106997,842331,Septiembre de 2020
53,Pasivos y Patrimonio,,,,,,,,,,,,,,Septiembre de 2020
54,Pasivos,,,,,,,,,,,,,,Septiembre de 2020
55,21.01.00 Pasivos financieros,0,0,0,0,0,0,0,0,0,0,0,0,0,Septiembre de 2020
56,21.01.10 A valor razonable,,0,,,,,,,,0,,,,Septiembre de 2020
57,21.01.20 A valor razonable - Instrumentos financieros derivados,,0,,,,,,,,0,,,,Septiembre de 2020
58,21.01.30 Obligaciones por financiamiento,0,0,0,0,0,0,0,0,0,0,0,0,0,Septiembre de 2020
59,21.01.31 Operaciones de venta con retrocompra sobre IRV,,0,,,,,,,,0,,,,Septiembre de 2020
60,21.01.32 Operaciones de venta con retrocompra sobre IRF e IIF,,0,,,,,,,,0,,,,Septiembre de 2020
61,21.01.33 Otras,,0,,,,,,,,0,,,,Septiembre de 2020
62,21.02.00 Pasivos del mercado de productos,0,0,0,0,0,0,0,0,0,0,0,0,0,Septiembre de 2020
63,21.02.10 A valor razonable,,0,,,,,,,,0,,,,Septiembre de 2020
64,21.02.20 A valor razonable - Instrumentos derivados,,0,,,,,,,,0,,,,Septiembre de 2020
65,21.02.30 Obligaciones por financiamiento,0,0,0,0,0,0,0,0,0,0,0,0,0,Septiembre de 2020
66,21.02.31 Operaciones de venta con retrocompra sobre productos agropecuarios,,0,,,,,,,,0,,,,Septiembre de 2020
67,21.02.32 Operaciones de venta con retrocompra sobre TRP,,0,,,,,,,0,0,,,,Septiembre de 2020
68,21.02.33 Otras,,0,,,,,,,,0,,,,Septiembre de 2020
69,21.03.00 Obligaciones con bancos e instituciones financieras,,1343746,,,,,,,,0,,,,Septiembre de 2020
70,21.04.00 Acreedores por intermediación,,0,,0,,,927048,1322379,,0,,397793,,Septiembre de 2020
71,21.05.00 Cuentas por pagar por operaciones de cartera propia,,0,0,,,,,,,0,,,,Septiembre de 2020
72,21.06.00 Cuentas por pagar a partes relacionadas,3600,4081,5323552,,0,,,32106,0,42769,,0,,Septiembre de 2020
73,21.07.00 Otras cuentas por pagar,6615,27023,4890,97441,8818,3871,76681,66344,419034,9371,2377,7178,16403,Septiembre de 2020
74,21.08.00 Provisiones,0,3326,67209,7824,9346,4199,4017,8049,43195,3867,,13528,3850,Septiembre de 2020
75,21.09.00 Impuestos por pagar,0,0,0,5351,118,123,9972,5574,14188,398,234,57094,,Septiembre de 2020
76,21.10.00 Impuestos diferidos,0,22430,,,,,,,,0,,,8051,Septiembre de 2020
77,21.11.00 Otros pasivos,0,7485,,,,,,,,0,,,,Septiembre de 2020
78,21.00.00 Total Pasivos,10215,1408091,5395651,110616,18282,8193,1017718,1434452,476417,56405,2611,475593,28304,Septiembre de 2020
79,Patrimonio,,,,,,,,,,,,,,Septiembre de 2020
80,22.01.00 Capital,311661,433711,1290423,720453,389572,387118,214000,333729,701188,484476,293000,480000,902046,Septiembre de 2020
81,22.02.00 Reservas,,149,-67,-18865,,4940,2544,,18321,0,,,7287,Septiembre de 2020
82,22.03.00 Resultados acumulados,-8184,1034718,-387481,-3080,-96929,101565,63856,-36298,447237,276083,-60555,99877,-3221,Septiembre de 2020
83,22.04.00 Resultado del ejercicio,-27605,-24578,64425,-49374,-6211,-35783,27646,-10605,-86294,-35731,-2476,133127,-92085,Septiembre de 2020
84,22.05.00 Dividendos provisorios o participaciones,,0,-19327,,,,,,,0,,-81600,,Septiembre de 2020
85,22.00.00 Total Patrimonio,275872,1444000,947973,649134,286432,457840,308046,286826,1080452,724828,229969,631404,814027,Septiembre de 2020
86,20.00.00 TOTAL PAC.M.F Y PATRIMONIO,286087,2852091,6343624,759750,304714,466033,1325764,1721278,1556869,781233,232580,1106997,842331,Septiembre de 2020
87,,,,,,,,,,,,,,,Septiembre de 2020
88,Estado de resultados integrales,,,,,,,,,,,,,,Septiembre de 2020
89,Estado de resultados,,,,,,,,,,,,,,Septiembre de 2020
90,Resultado por intermediación,,,,,,,,,,,,,,Septiembre de 2020
91,30.10.01 Comisiones por operaciones bursátiles,0,72517,121782,80339,31900,17303,211267,250368,156694,9591,8258,29447,29,Septiembre de 2020
92,30.10.02 Comisiones por operaciones extra bursátiles,,0,,,,,,,,0,,8044,,Septiembre de 2020
93,30.10.03 Gastos por comisiones y servicios,-22726,-45857,-23964,-25307,-27809,-25442,-11170,-48480,-30343,-12384,,-37069,-29117,Septiembre de 2020
94,30.10.04 Otras comisiones,0,6700,988,,20722,,,,,507,,59439,,Septiembre de 2020
95,30.10.00 Total resultado por intermediación,-22726,33360,98806,55032,24813,-8139,200097,201888,126351,-2286,8258,59861,-29088,Septiembre de 2020
96,Ingresos por servicios,,,,,,,,,,,,,,Septiembre de 2020
97,30.20.01 Ingresos por custodia,,0,,,,,,,,0,,,,Septiembre de 2020
98,30.20.02 Ingresos por asesorías,,0,,,,0,,0,0,0,17891,285913,,Septiembre de 2020
99,30.20.03 Otros ingresos por servicios,,0,,,,,,,,0,,,,Septiembre de 2020
100,30.20.00 Total ingresos por servicios,0,0,0,0,0,0,0,0,0,0,17891,285913,0,Septiembre de 2020
101,Resultado por productos,,,,,,,,,,,,,,Septiembre de 2020
102,30.30.01 A valor razonable,,39430,248436,,,11441,,,19177,0,,1652,,Septiembre de 2020
103,30.30.02 A valor razonable - Instrumentos derivados,,0,,,,,,,,0,,,,Septiembre de 2020
104,30.30.03 A costo amortizado,,0,8683,,,,,,,35587,,,97,Septiembre de 2020
105,30.30.04 A costo amortizado - Operaciones de financiamiento,,0,,,,,,,,0,,,,Septiembre de 2020
106,30.30.00 Total resultado por productos,0,39430,257119,0,0,11441,0,0,19177,35587,0,1652,97,Septiembre de 2020
107,Resultado por instrumentos financieros,,,,,,,,,,,,,,Septiembre de 2020
108,30.40.01 A valor razonable,2073,0,,699,3903,,,,1551,0,477,,-4926,Septiembre de 2020
109,30.40.02 A valor razonable - Instrumentos financieros derivados,,0,,,,,,,172703,0,,,,Septiembre de 2020
110,30.40.03 A costo amortizado,,0,,,,,,,,0,,1202,,Septiembre de 2020
111,30.40.04 A costo amortizado - Operaciones de financiamiento,,0,,,,,,,,0,,,,Septiembre de 2020
112,30.40.00 Total resultado por instrumentos financieros,2073,0,0,699,3903,0,0,0,174254,0,477,1202,-4926,Septiembre de 2020
113,Resultado por operaciones de financiamiento,,,,,,,,,,,,,,Septiembre de 2020
114,30.50.01 Gastos por financiamiento del mercado de productos,,0,,,,,,,,0,,,,Septiembre de 2020
115,30.50.02 Gastos por financiamiento del mercado de valores,,0,,,,,,,,0,,,,Septiembre de 2020
116,30.50.03 Otros gastos financieros,,-43589,-44795,,,,,-6516,-2057,0,,,,Septiembre de 2020
117,30.50.00 Total resultado por operaciones de financiamiento,0,-43589,-44795,0,0,0,0,-6516,-2057,0,0,0,0,Septiembre de 2020
118,Gastos de administración y comercialización,,,,,,,,,,,,,,Septiembre de 2020
119,30.60.01 Remuneraciones y gastos de personal,0,-83436,-146665,-60264,-29695,-29897,-93473,-170462,-169515,-30037,,-118431,-41341,Septiembre de 2020
120,30.60.02 Gastos de comercialización,0,0,-12197,,,0,,,-146986,0,,,,Septiembre de 2020
121,30.60.03 Otros gastos de administración,-12568,-67099,-73141,-43454,-6447,-5625,-71627,-40278,,-38750,-29252,-50576,-8034,Septiembre de 2020
122,30.60.00 Total gastos de administración y comercialización,-12568,-150535,-232003,-103718,-36142,-35522,-165100,-210740,-316501,-68787,-29252,-169007,-49375,Septiembre de 2020
123,Otros resultados,,,,,,,,,,,,,,Septiembre de 2020
124,30.70.01 Reajuste y diferencia de cambio,92,119,5696,,,,-446,841,-129207,-245,,,665,Septiembre de 2020
125,30.70.02 Resultado de inversiones en sociedades,173,-2198,0,-2200,-363,-2349,,,-2198,0,,-20,,Septiembre de 2020
126,30.70.03 Otros ingresos (gastos),5351,98835,-1799,813,-96,155,,,4482,0,150,,0,Septiembre de 2020
127,30.70.00 Total otros resultados,5616,96756,3897,-1387,-459,-2194,-446,841,-126923,-245,150,-20,665,Septiembre de 2020
128,30.80.00 Resultado antes de impuesto a la renta,-27605,-24578,83024,-49374,-7885,-34414,34551,-14527,-125699,-35731,-2476,179601,-82627,Septiembre de 2020
129,30.90.00 Impuesto a la renta,0,0,-18599,0,1674,-1369,-6905,3922,39405,0,,-46474,-9458,Septiembre de 2020
130,30.00.00 Utilidad (pérdida) del ejercicio,-27605,-24578,64425,-49374,-6211,-35783,27646,-10605,-86294,-35731,-2476,133127,-92085,Septiembre de 2020
131,Estado de otros resultados integrales,,,,,,,,,,,,,,Septiembre de 2020
132,30.00.00 Utilidad (pérdida) del ejercicio,-27605,-24578,64425,-49374,-6211,-35783,27646,-10605,-86294,-35731,-2476,133127,-92085,Septiembre de 2020
133,Ingresos (gastos) registrados con abono (cargo) a patrimonio,,,,,,,,,,,,,,Septiembre de 2020
134,"31.10.00 Revalorización de propiedades, planta y equipo",,0,,,,,,,,0,,,0,Septiembre de 2020
135,31.20.00 Activos financieros a valor razonable por patrimonio,,0,,,,,-390,,,0,,,0,Septiembre de 2020
136,31.30.00 Participación de otros resultados integrales de inversiones en sociedades,,0,,,,,,,0,0,,,,Septiembre de 2020
137,31.40.00 Otros ingresos (gastos) registrados con abono (cargo) a patrimonio,,0,263,,,,,,,0,,,,Septiembre de 2020
138,31.50.00 Impuesto a la renta de otros resultados integrales,,0,,,,,,,,0,,,,Septiembre de 2020
139,31.00.00 Total ingresos (gastos) registrados con abono (cargo) a patrimonio,0,0,263,0,0,0,-390,0,0,0,0,0,0,Septiembre de 2020
140,32.00.00 Total resultados integrales reconocidos del ejercicio,-27605,-24578,64688,-49374,-6211,-35783,27256,-10605,-86294,-35731,-2476,133127,-92085,Septiembre de 2020
141,,,,,,,,,,,,,,,Septiembre de 2020
142,Estados de Flujos de efectivo - Método directo,,,,,,,,,,,,,,Septiembre de 2020
143,Flujo neto originado por actividades de la operación,,,,,,,,,,,,,,Septiembre de 2020
144,51.11.00 Comisiones recaudadas (pagadas) por intermediación de productos,0,118647,143726,52396,,17303,211267,,127902,432009,9827,66367,,Septiembre de 2020
145,51.12.00 Ingreso (egreso) neto por cuenta de clientes,0,410740,,0,,,41425,180633,0,0,,,29,Septiembre de 2020
146,51.13.00 Ingreso (egreso) neto por instrumentos a valor razonable del mercado de productos,0,0,1002697,,,-254848,,,0,0,,,,Septiembre de 2020
147,51.14.00 Ingreso (egreso) neto por instrumentos derivados del mercado de productos,,0,,,,,,,0,0,,,,Septiembre de 2020
148,51.15.00 Ingreso (egreso) neto por instrumentos a costo amortizado del mercado de productos,,0,-819752,,,,,,0,-337090,,,,Septiembre de 2020
149,51.16.00 Ingreso (egreso) neto por asesorías y custodia,0,0,,,,0,,,0,0,21290,285914,-19346,Septiembre de 2020
150,51.17.00 Gastos de administración y comercialización pagados,-36647,-244169,,-95925,-39334,-64538,-100789,-146922,-368370,-97803,-32727,-50576,-49211,Septiembre de 2020
151,51.18.00 Impuestos pagados,-25,0,,-2303,-7838,-906,,-50057,-104855,0,-9,,-6271,Septiembre de 2020
152,51.19.00 Otros ingresos (egresos) netos por actividades de la operación,99,0,801371,-648146,-146626,-1124,29783,,-2578927,,,-279215,,Septiembre de 2020
153,51.10.00 Flujo neto originado por actividades de la operación,-36573,285218,1128042,-693978,-193798,-304113,181686,-16346,-2924250,-2884,-1619,22490,-74799,Septiembre de 2020
154,Flujo neto originado por actividades de financiamiento,,,,,,,,,,,,,,Septiembre de 2020
155,52.11.00 Ingreso (egreso) neto por pasivos del mercado de productos,,0,,,,,,28586,,0,,,,Septiembre de 2020
156,52.12.00 Ingreso (egreso) neto por pasivos financieros del mercado de valores,,0,,,,,,,,0,,,,Septiembre de 2020
157,52.13.00 Ingreso (egreso) neto por financiamiento de partes relacionadas,13800,0,-1129805,,101000,,,,-466813,-6456,,,-563622,Septiembre de 2020
158,52.14.00 Aumentos de capital,,0,,,,,,,,0,,,,Septiembre de 2020
159,52.15.00 Reparto de utilidades y de capital,,0,,,,,,,0,0,,,-477621,Septiembre de 2020
160,52.16.00 Otros ingresos (egresos) netos por actividades de financiamiento,,-41916,,,,,,-6516,,0,,,,Septiembre de 2020
161,52.10.00 Flujo neto originado por actividades de financiamiento,13800,-41916,-1129805,0,101000,0,0,22070,-466813,-6456,0,0,-1041243,Septiembre de 2020
162,Flujo neto originado por actividades de inversión,,,,,,,,,,,,,,Septiembre de 2020
163,53.11.00 Ingreso (egreso) neto por instrumentos financieros a valor razonable del mercado de valores,,0,,3335,77963,,,,3791973,0,477,,1072410,Septiembre de 2020
164,53.12.00 Ingreso (egreso) neto por instrumentos financieros derivados del mercado de valores,,0,,,,,,,,0,,,,Septiembre de 2020
165,53.13.00 Ingreso (egreso) neto por instrumentos financieros a costo amortizado del mercado de valores,,0,,,,,,,0,0,,,,Septiembre de 2020
166,"53.14.00 Ingresos por ventas de propiedades, planta y equipo",,0,,,,,,,,0,,,,Septiembre de 2020
167,53.15.00 Ingresos por ventas de inversiones en sociedades,,0,,,,,,,,0,,,,Septiembre de 2020
168,53.16.00 Dividendos y otros ingresos percibidos de inversiones en sociedades,,0,,,,,,,,0,,,,Septiembre de 2020
169,"53.17.00 Incorporación de propiedades, planta y equipo",,0,-1043,,,,,-890,,0,,,,Septiembre de 2020
170,53.18.00 Inversiones en sociedades,0,0,,0,,,,,,0,,,,Septiembre de 2020
171,53.19.00 Otros ingresos (egresos) netos de inversión,2073,15470,,,,179,,-8320,,77,,,,Septiembre de 2020
172,53.10.00 Flujo neto originado por actividades de inversión,2073,15470,-1043,3335,77963,179,0,-9210,3791973,77,477,0,1072410,Septiembre de 2020
173,50.10.00 Flujo neto total positivo (negativo) del período,-20700,258772,-2806,-690643,-14835,-303934,181686,-3486,400910,-9263,-1142,22490,-43632,Septiembre de 2020
174,50.20.00 Efecto de la variación por tipo de cambio sobre el efectivo y efectivo equivalente,,,,,,,,,,,,,,Septiembre de 2020
175,50.30.00 Variación neta del efectivo y efectivo equivalente,-20700,258772,-2806,-690643,-14835,-303934,181686,-3486,400910,-9263,-1142,22490,-43632,Septiembre de 2020
176,50.40.00 Saldo inicial de efetivo y efectivo equivalente,267411,146927,4736,1188079,25386,310761,229328,287163,64255,105610,139658,743994,43932,Septiembre de 2020
177,50.00.00 Saldo final de efectivo y efectivo equivalente,246711,405699,1930,497436,10551,6827,411014,283677,465165,96347,138516,766484,300,Septiembre de 2020
