Unnamed: 0,Cuentas,AVLA 09 / 2019,BAN TATTERSALL 09 / 2019,BCI 09 / 2019,CONTEMPORA 09 / 2019,DANK 09 / 2019,ECR OSORNO 09 / 2019,ELOY 09 / 2019,FINMAS 09 / 2019,LARRAIN VIAL 09 / 2019,LATAM TRADE CAPITAL 09 / 2019,MOONK 09 / 2019,NUEVO CAPITAL 09 / 2019,TANNER 09 / 2019,Fecha
119,30.60.01 Remuneraciones y gastos de personal,0,-108683,-193692,-115020,-22086,-22695,-145986,-126552,-226489,-26148,,-32802,-89974,Septiembre de 2019
120,30.60.02 Gastos de comercialización,0,,-10383,,,,,,-30930,0,,,,Septiembre de 2019
121,30.60.03 Otros gastos de administración,-16318,-120413,-96510,-53374,-8311,-7592,-80576,-49792,,-32486,-19100,-182352,-17744,Septiembre de 2019
122,30.60.00 Total gastos de administración y comercialización,-16318,-229096,-300585,-168394,-30397,-30287,-226562,-176344,-257419,-58634,-19100,-215154,-107718,Septiembre de 2019
123,Otros resultados,,,,,,,,,,,,,,Septiembre de 2019
124,30.70.01 Reajuste y diferencia de cambio,71,79,4011,,,,408,6,42981,145,-10,,321,Septiembre de 2019
125,30.70.02 Resultado de inversiones en sociedades,1514,1455,0,7244,1195,7245,,,7237,0,,1777,,Septiembre de 2019
126,30.70.03 Otros ingresos (gastos),-13,-71296,-1734,876,9991,991,-151,,24132,0,1452,,,Septiembre de 2019
127,30.70.00 Total otros resultados,1572,-69762,2277,8120,11186,8236,257,6,74350,145,1442,1777,321,Septiembre de 2019
128,30.80.00 Resultado antes de impuesto a la renta,5078,-117997,-127471,10675,14488,56236,64693,51999,483280,115220,3561,219586,-85060,Septiembre de 2019
129,30.90.00 Impuesto a la renta,-70,-6439,38647,0,-5306,-401,-15135,-14039,-121609,-22727,-299,-55785,29659,Septiembre de 2019
130,30.00.00 Utilidad (pérdida) del ejercicio,5008,-124436,-88824,10675,9182,55835,49558,37960,361671,92493,3262,163801,-55401,Septiembre de 2019
131,Estado de otros resultados integrales,,,,,,,,,,,,,,Septiembre de 2019
132,30.00.00 Utilidad (pérdida) del ejercicio,5008,-124436,-88824,10675,9182,55835,49558,37960,361671,92493,3262,163801,-55401,Septiembre de 2019
133,Ingresos (gastos) registrados con abono (cargo) a patrimonio,,,,,,,,,,,,,,Septiembre de 2019
134,"31.10.00 Revalorización de propiedades, planta y equipo",,,,,,,,,,0,,,,Septiembre de 2019
135,31.20.00 Activos financieros a valor razonable por patrimonio,,,,,,,1279,,,0,,,29819,Septiembre de 2019
136,31.30.00 Participación de otros resultados integrales de inversiones en sociedades,,,,,,,,,,0,,,,Septiembre de 2019
137,31.40.00 Otros ingresos (gastos) registrados con abono (cargo) a patrimonio,,,-1306,,,,,,0,0,,,,Septiembre de 2019
138,31.50.00 Impuesto a la renta de otros resultados integrales,,,,,,,,,,0,,,-8051,Septiembre de 2019
139,31.00.00 Total ingresos (gastos) registrados con abono (cargo) a patrimonio,0,0,-1306,0,0,0,1279,0,0,0,0,0,21768,Septiembre de 2019
140,32.00.00 Total resultados integrales reconocidos del ejercicio,5008,-124436,-90130,10675,9182,55835,50837,37960,361671,92493,3262,163801,-33633,Septiembre de 2019
141,,,,,,,,,,,,,,,Septiembre de 2019
142,Estados de Flujos de efectivo - Método directo,,,,,,,,,,,,,,Septiembre de 2019
143,Flujo neto originado por actividades de la operación,,,,,,,,,,,,,,Septiembre de 2019
144,51.11.00 Comisiones recaudadas (pagadas) por intermediación de productos,28276,325753,265077,170072,38873,90986,338876,,577030,231781,23750,93203,-43181,Septiembre de 2019
145,51.12.00 Ingreso (egreso) neto por cuenta de clientes,0,164470,,0,,,-7343,237682,497889,0,,,161357,Septiembre de 2019
146,51.13.00 Ingreso (egreso) neto por instrumentos a valor razonable del mercado de productos,0,0,-17094,,,110018,,,-295431,0,,305570,,Septiembre de 2019
147,51.14.00 Ingreso (egreso) neto por instrumentos derivados del mercado de productos,,0,,,,,,,0,0,,,,Septiembre de 2019
148,51.15.00 Ingreso (egreso) neto por instrumentos a costo amortizado del mercado de productos,,0,,,,,,,0,38248,,,,Septiembre de 2019
149,51.16.00 Ingreso (egreso) neto por asesorías y custodia,0,0,,,,,,,0,0,,319820,-32779,Septiembre de 2019
150,51.17.00 Gastos de administración y comercialización pagados,-37634,-357883,,-166741,-15289,-52970,-226562,-138863,-352557,-90045,-28463,-182352,-143263,Septiembre de 2019
151,51.18.00 Impuestos pagados,-133,0,,-733,,-7331,,-59926,-241688,-19328,-143,,-9103,Septiembre de 2019
152,51.19.00 Otros ingresos (egresos) netos por actividades de la operación,,0,18759,-42517,16820,1135,-2748,,-909370,,,4644,,Septiembre de 2019
153,51.10.00 Flujo neto originado por actividades de la operación,-9491,132340,266742,-39919,40404,141838,102223,38893,-724127,160656,-4856,540885,-66969,Septiembre de 2019
154,Flujo neto originado por actividades de financiamiento,,,,,,,,,,,,,,Septiembre de 2019
155,52.11.00 Ingreso (egreso) neto por pasivos del mercado de productos,,0,,,,,,48978,,0,,,,Septiembre de 2019
156,52.12.00 Ingreso (egreso) neto por pasivos financieros del mercado de valores,,0,,,,,,,,0,,,,Septiembre de 2019
157,52.13.00 Ingreso (egreso) neto por financiamiento de partes relacionadas,0,-11000,-160027,,-19500,,,,0,-1684,,66338,,Septiembre de 2019
158,52.14.00 Aumentos de capital,,0,,,,,,,,0,20000,,,Septiembre de 2019
159,52.15.00 Reparto de utilidades y de capital,,0,,,,,,,0,0,-250000,,,Septiembre de 2019
160,52.16.00 Otros ingresos (egresos) netos por actividades de financiamiento,,-71330,,,,,,-1640,,0,,,,Septiembre de 2019
161,52.10.00 Flujo neto originado por actividades de financiamiento,0,-82330,-160027,0,-19500,0,0,47338,0,-1684,-230000,66338,0,Septiembre de 2019
162,Flujo neto originado por actividades de inversión,,,,,,,,,,,,,,Septiembre de 2019
163,53.11.00 Ingreso (egreso) neto por instrumentos financieros a valor razonable del mercado de valores,,0,,877,8983,,,,1002964,0,1261,,194247,Septiembre de 2019
164,53.12.00 Ingreso (egreso) neto por instrumentos financieros derivados del mercado de valores,,0,,,,,,,,0,,,,Septiembre de 2019
165,53.13.00 Ingreso (egreso) neto por instrumentos financieros a costo amortizado del mercado de valores,,0,,,,,,,0,0,,,,Septiembre de 2019
166,"53.14.00 Ingresos por ventas de propiedades, planta y equipo",,0,,,,,,,,0,,,,Septiembre de 2019
167,53.15.00 Ingresos por ventas de inversiones en sociedades,,0,,,,,,,,0,,,,Septiembre de 2019
168,53.16.00 Dividendos y otros ingresos percibidos de inversiones en sociedades,,0,,,,,,,,0,,,,Septiembre de 2019
169,"53.17.00 Incorporación de propiedades, planta y equipo",,0,0,,,,,-1856,,0,,,,Septiembre de 2019
170,53.18.00 Inversiones en sociedades,0,0,,0,,,,,,0,,,,Septiembre de 2019
171,53.19.00 Otros ingresos (egresos) netos de inversión,6039,-2223,,,,960,,15950,,444,,,,Septiembre de 2019
172,53.10.00 Flujo neto originado por actividades de inversión,6039,-2223,0,877,8983,960,0,14094,1002964,444,1261,0,194247,Septiembre de 2019
173,50.10.00 Flujo neto total positivo (negativo) del período,-3452,47787,106715,-39042,29887,142798,102223,100325,278837,159416,-233595,607223,127278,Septiembre de 2019
174,50.20.00 Efecto de la variación por tipo de cambio sobre el efectivo y efectivo equivalente,,,,,,,,,,,,,,Septiembre de 2019
175,50.30.00 Variación neta del efectivo y efectivo equivalente,-3452,47787,106715,-39042,29887,142798,102223,100325,278837,159416,-233595,607223,127278,Septiembre de 2019
176,50.40.00 Saldo inicial de efetivo y efectivo equivalente,280537,5605,61968,593274,10379,32382,236574,186838,351152,70237,381374,,641484,Septiembre de 2019
177,50.00.00 Saldo final de efectivo y efectivo equivalente,277085,53392,168683,554232,40266,175180,338797,287163,629989,229653,147779,607223,768762,Septiembre de 2019
