Unnamed: 0,Cuentas,AVLA 03 / 2022,BAN TATTERSALL 03 / 2022,BCI 03 / 2022,CONTEMPORA 03 / 2022,DANK 03 / 2022,ECR OSORNO 03 / 2022,ELOY 03 / 2022,FINMAS 03 / 2022,LARRAIN VIAL 03 / 2022,LATAM TRADE CAPITAL 03 / 2022,MOONK 03 / 2022,NUEVO CAPITAL 03 / 2022,TANNER 03 / 2022,Fecha
66,21.02.31 Operaciones de venta con retrocompra sobre productos agropecuarios,,,,,,,,,,0,,,,Marzo de 2022
67,21.02.32 Operaciones de venta con retrocompra sobre TRP,,,,,,,,,0,0,,,,Marzo de 2022
68,21.02.33 Otras,,,,,,,,,,0,,,,Marzo de 2022
69,21.03.00 Obligaciones con bancos e instituciones financieras,,1337854,,,,,101323,867,,0,,,,Marzo de 2022
70,21.04.00 Acreedores por intermediación,,,,0,,,,0,,0,,283298,,Marzo de 2022
71,21.05.00 Cuentas por pagar por operaciones de cartera propia,,,448,,,,,20743,,0,,,,Marzo de 2022
72,21.06.00 Cuentas por pagar a partes relacionadas,139402,221,16469737,,,,,30127,0,42819,,,,Marzo de 2022
73,21.07.00 Otras cuentas por pagar,20600,22143,14151,258988,18197,12936,24097,3532,548186,454478,4935,5991,15459,Marzo de 2022
74,21.08.00 Provisiones,0,32257,44562,7599,3833,2538,,4033,30118,5222,,15274,10275,Marzo de 2022
75,21.09.00 Impuestos por pagar,0,,,8022,124,51,576,,1314,56,196,23993,2142,Marzo de 2022
76,21.10.00 Impuestos diferidos,0,1225,,,,,,,,0,,,0,Marzo de 2022
77,21.11.00 Otros pasivos,0,28410,,,,,,,,0,,,,Marzo de 2022
78,21.00.00 Total Pasivos,160002,1422110,16528898,274609,22154,15525,125996,59302,579618,502575,5131,328556,27876,Marzo de 2022
79,Patrimonio,,,,,,,,,,,,,,Marzo de 2022
80,22.01.00 Capital,311661,433711,1290423,720453,389572,387118,214000,358728,701188,484476,343000,480000,902046,Marzo de 2022
81,22.02.00 Reservas,,,0,-18865,,1078,5252,0,19115,0,,,-21597,Marzo de 2022
82,22.03.00 Resultados acumulados,-41901,1062599,-173591,-12317,-86787,64544,-59919,-120707,156730,177059,-80683,92541,-142115,Marzo de 2022
83,22.04.00 Resultado del ejercicio,5360,-3410,71845,8770,-7578,17188,-9406,20874,-35288,-12544,-10641,33675,11951,Marzo de 2022
84,22.05.00 Dividendos provisorios o participaciones,,,-59006,,,,,0,,0,,-92541,,Marzo de 2022
85,22.00.00 Total Patrimonio,275120,1492900,1129671,698041,295207,469928,149927,258895,841745,648991,251676,513675,750285,Marzo de 2022
86,20.00.00 TOTAL PAC.M.F Y PATRIMONIO,435122,2915010,17658569,972650,317361,485453,275923,318197,1421363,1151566,256807,842231,778161,Marzo de 2022
87,,,,,,,,,,,,,,,Marzo de 2022
88,Estado de resultados integrales,,,,,,,,,,,,,,Marzo de 2022
89,Estado de resultados,,,,,,,,,,,,,,Marzo de 2022
90,Resultado por intermediación,,,,,,,,,,,,,,Marzo de 2022
91,30.10.01 Comisiones por operaciones bursátiles,11953,21760,38654,12986,0,6852,,81594,13368,8887,1891,2126,0,Marzo de 2022
92,30.10.02 Comisiones por operaciones extra bursátiles,,,,,,,,0,,0,,0,,Marzo de 2022
93,30.10.03 Gastos por comisiones y servicios,-5030,-9171,-2799,-7247,-7790,-6393,,-18856,-5058,-3377,,-33077,-3013,Marzo de 2022
94,30.10.04 Otras comisiones,0,17732,31465,,0,,,1846,,0,,106135,,Marzo de 2022
95,30.10.00 Total resultado por intermediación,6923,30321,67320,5739,-7790,459,0,64584,8310,5510,1891,75184,-3013,Marzo de 2022
96,Ingresos por servicios,,,,,,,,,,,,,,Marzo de 2022
97,30.20.01 Ingresos por custodia,,,,,,,,0,,0,,,,Marzo de 2022
98,30.20.02 Ingresos por asesorías,,,,,,4500,,,0,0,,,,Marzo de 2022
99,30.20.03 Otros ingresos por servicios,,,,,,,,,,0,,,19150,Marzo de 2022
100,30.20.00 Total ingresos por servicios,0,0,0,0,0,4500,0,0,0,0,0,0,19150,Marzo de 2022
101,Resultado por productos,,,,,,,,,,,,,,Marzo de 2022
102,30.30.01 A valor razonable,,39468,187874,,,2551,,,14583,0,,0,,Marzo de 2022
103,30.30.02 A valor razonable - Instrumentos derivados,,,,,,,,,,0,,,,Marzo de 2022
104,30.30.03 A costo amortizado,,,128615,,,,,,,14134,,,,Marzo de 2022
105,30.30.04 A costo amortizado - Operaciones de financiamiento,,,,,,,,,,0,,,,Marzo de 2022
106,30.30.00 Total resultado por productos,0,39468,316489,0,0,2551,0,0,14583,14134,0,0,0,Marzo de 2022
107,Resultado por instrumentos financieros,,,,,,,,,,,,,,Marzo de 2022
108,30.40.01 A valor razonable,3668,,,1258,2699,,,,2854,0,1170,,0,Marzo de 2022
109,30.40.02 A valor razonable - Instrumentos financieros derivados,,,,,,,,,0,0,,,0,Marzo de 2022
110,30.40.03 A costo amortizado,,,,,,,,,,0,,3401,,Marzo de 2022
111,30.40.04 A costo amortizado - Operaciones de financiamiento,,,,,,,,,,0,,,,Marzo de 2022
112,30.40.00 Total resultado por instrumentos financieros,3668,0,0,1258,2699,0,0,0,2854,0,1170,3401,0,Marzo de 2022
113,Resultado por operaciones de financiamiento,,,,,,,,,,,,,,Marzo de 2022
114,30.50.01 Gastos por financiamiento del mercado de productos,,,,,,,,,,0,,,,Marzo de 2022
115,30.50.02 Gastos por financiamiento del mercado de valores,,,,,,,,,,0,,,,Marzo de 2022
116,30.50.03 Otros gastos financieros,,-23532,-186740,,,,,-1830,-967,0,,,,Marzo de 2022
117,30.50.00 Total resultado por operaciones de financiamiento,0,-23532,-186740,0,0,0,0,-1830,-967,0,0,0,0,Marzo de 2022
118,Gastos de administración y comercialización,,,,,,,,,,,,,,Marzo de 2022
119,30.60.01 Remuneraciones y gastos de personal,0,-32661,-71199,-8871,-10843,-2032,,-17651,-41200,-11077,,-21358,0,Marzo de 2022
120,30.60.02 Gastos de comercialización,0,,-15208,,,,,0,-53741,0,,,,Marzo de 2022
121,30.60.03 Otros gastos de administración,-8462,-23933,-31802,-12950,-868,-1814,-9757,-22135,,-21430,-14178,-20639,-4186,Marzo de 2022
122,30.60.00 Total gastos de administración y comercialización,-8462,-56594,-118209,-21821,-11711,-3846,-9757,-39786,-94941,-32507,-14178,-41997,-4186,Marzo de 2022
123,Otros resultados,,,,,,,,,,,,,,Marzo de 2022
124,30.70.01 Reajuste y diferencia de cambio,0,22,-1962,225,,0,351,618,-33,319,,,0,Marzo de 2022
125,30.70.02 Resultado de inversiones en sociedades,2218,13157,,13170,2173,13013,,0,7717,0,,3759,,Marzo de 2022
126,30.70.03 Otros ingresos (gastos),0,-6252,5771,306,8,541,,0,1832,0,476,,,Marzo de 2022
127,30.70.00 Total otros resultados,2218,6927,3809,13701,2181,13554,351,618,9516,319,476,3759,0,Marzo de 2022
128,30.80.00 Resultado antes de impuesto a la renta,4347,-3410,82669,-1123,-14621,17218,-9406,23586,-60645,-12544,-10641,40347,11951,Marzo de 2022
129,30.90.00 Impuesto a la renta,1013,0,-10824,9893,7043,-30,,-2712,25357,0,,-6672,,Marzo de 2022
130,30.00.00 Utilidad (pérdida) del ejercicio,5360,-3410,71845,8770,-7578,17188,-9406,20874,-35288,-12544,-10641,33675,11951,Marzo de 2022
131,Estado de otros resultados integrales,,,,,,,,,,,,,,Marzo de 2022
132,30.00.00 Utilidad (pérdida) del ejercicio,5360,-3410,71845,8770,-7578,17188,-9406,20874,-35288,-12544,-10641,33675,11951,Marzo de 2022
133,Ingresos (gastos) registrados con abono (cargo) a patrimonio,,,,,,,,,,,,,,Marzo de 2022
134,"31.10.00 Revalorización de propiedades, planta y equipo",,,,,,,,,,0,,,,Marzo de 2022
135,31.20.00 Activos financieros a valor razonable por patrimonio,,,,,,,2335,,,0,,,,Marzo de 2022
136,31.30.00 Participación de otros resultados integrales de inversiones en sociedades,,,,,,,,,5440,0,,,,Marzo de 2022
137,31.40.00 Otros ingresos (gastos) registrados con abono (cargo) a patrimonio,,,996,,,,,,,0,,,,Marzo de 2022
138,31.50.00 Impuesto a la renta de otros resultados integrales,,,,,,,,,,0,,,,Marzo de 2022
139,31.00.00 Total ingresos (gastos) registrados con abono (cargo) a patrimonio,0,0,996,0,0,0,2335,0,5440,0,0,0,0,Marzo de 2022
140,32.00.00 Total resultados integrales reconocidos del ejercicio,5360,-3410,72841,8770,-7578,17188,-7071,20874,-29848,-12544,-10641,33675,11951,Marzo de 2022
141,,,,,,,,,,,,,,,Marzo de 2022
142,Estados de Flujos de efectivo - Método directo,,,,,,,,,,,,,,Marzo de 2022
143,Flujo neto originado por actividades de la operación,,,,,,,,,,,,,,Marzo de 2022
144,51.11.00 Comisiones recaudadas (pagadas) por intermediación de productos,9180,36082,36276,5740,,5769,,31806,13318,54913,2250,75184,,Marzo de 2022
145,51.12.00 Ingreso (egreso) neto por cuenta de clientes,0,,,,,,,0,0,0,,,0,Marzo de 2022
146,51.13.00 Ingreso (egreso) neto por instrumentos a valor razonable del mercado de productos,0,41438,-2744820,,,-24530,,0,0,0,,,,Marzo de 2022
147,51.14.00 Ingreso (egreso) neto por instrumentos derivados del mercado de productos,,,,,,,,0,0,0,,,,Marzo de 2022
148,51.15.00 Ingreso (egreso) neto por instrumentos a costo amortizado del mercado de productos,,,-232269,,,,,0,0,287467,,,,Marzo de 2022
149,51.16.00 Ingreso (egreso) neto por asesorías y custodia,0,,,,,6000,,0,0,0,,,-3013,Marzo de 2022
150,51.17.00 Gastos de administración y comercialización pagados,-11557,-36799,,-18336,0,-11831,,-35775,-99737,-43750,-15267,-20639,-3936,Marzo de 2022
151,51.18.00 Impuestos pagados,0,,,-4722,0,-154,,-286,-5538,-918,-12,,0,Marzo de 2022
152,51.19.00 Otros ingresos (egresos) netos por actividades de la operación,0,,-9478901,3828,0,1083,1820,0,-1369697,0,,-428142,13892,Marzo de 2022
153,51.10.00 Flujo neto originado por actividades de la operación,-2377,40721,-12419714,-13490,0,-23663,1820,-4255,-1461654,297712,-13029,-373597,6943,Marzo de 2022
154,Flujo neto originado por actividades de financiamiento,,,,,,,,,,,,,,Marzo de 2022
155,52.11.00 Ingreso (egreso) neto por pasivos del mercado de productos,,,,,,,,54265,,0,,,,Marzo de 2022
156,52.12.00 Ingreso (egreso) neto por pasivos financieros del mercado de valores,,,,,,,,,,0,,,,Marzo de 2022
157,52.13.00 Ingreso (egreso) neto por financiamiento de partes relacionadas,-341558,,12431002,,9000,,,0,0,0,,,-7073,Marzo de 2022
158,52.14.00 Aumentos de capital,,,,,,,,,0,0,,,,Marzo de 2022
159,52.15.00 Reparto de utilidades y de capital,,,,,,,,,0,0,,-92541,0,Marzo de 2022
160,52.16.00 Otros ingresos (egresos) netos por actividades de financiamiento,,-33082,,,,,,-178,,0,,,,Marzo de 2022
161,52.10.00 Flujo neto originado por actividades de financiamiento,-341558,-33082,12431002,0,9000,0,0,54087,0,0,0,-92541,-7073,Marzo de 2022
162,Flujo neto originado por actividades de inversión,,,,,,,,,,,,,,Marzo de 2022
163,53.11.00 Ingreso (egreso) neto por instrumentos financieros a valor razonable del mercado de valores,,,,1257,,,,,1103060,0,1170,,0,Marzo de 2022
164,53.12.00 Ingreso (egreso) neto por instrumentos financieros derivados del mercado de valores,,,,,,,,,,0,,,,Marzo de 2022
165,53.13.00 Ingreso (egreso) neto por instrumentos financieros a costo amortizado del mercado de valores,,,,,,,,,0,0,,,,Marzo de 2022
166,"53.14.00 Ingresos por ventas de propiedades, planta y equipo",,,,,,,,,,0,,,,Marzo de 2022
167,53.15.00 Ingresos por ventas de inversiones en sociedades,,,,,,,,,,0,,,,Marzo de 2022
168,53.16.00 Dividendos y otros ingresos percibidos de inversiones en sociedades,,,,,,,,,,0,,,,Marzo de 2022
169,"53.17.00 Incorporación de propiedades, planta y equipo",,,,,,,,-534,,0,,,,Marzo de 2022
170,53.18.00 Inversiones en sociedades,0,,,,,,,,,0,,,,Marzo de 2022
171,53.19.00 Otros ingresos (egresos) netos de inversión,3668,184539,,,,7847,,-6593,,0,,3401,,Marzo de 2022
172,53.10.00 Flujo neto originado por actividades de inversión,3668,184539,0,1257,0,7847,0,-7127,1103060,0,1170,3401,0,Marzo de 2022
173,50.10.00 Flujo neto total positivo (negativo) del período,-340267,192178,11288,-12233,9000,-15816,1820,42705,-358594,297712,-11859,-462737,-130,Marzo de 2022
174,50.20.00 Efecto de la variación por tipo de cambio sobre el efectivo y efectivo equivalente,,,,,,,,,0,,,,,Marzo de 2022
175,50.30.00 Variación neta del efectivo y efectivo equivalente,-340267,192178,11288,-12233,9000,-15816,1820,42705,-358594,297712,-11859,-462737,-130,Marzo de 2022
176,50.40.00 Saldo inicial de efetivo y efectivo equivalente,692292,398118,3480,649250,14295,30813,202088,192894,667491,419462,156435,849558,819,Marzo de 2022
177,50.00.00 Saldo final de efectivo y efectivo equivalente,352025,590296,14768,637017,23295,14997,203908,235599,308897,717174,144576,386821,689,Marzo de 2022
